"","Pharmaceutical","DTXSID","TOXVAL_TYPE","TOXVAL_NUMERIC","TOXVAL_UNITS","SPECIES_COMMON","SPECIES_SUPERCATEGORY","Molar_Mass"
"280","digoxin","DTXSID5022934","LC50",99961.7,"ug/L","Rotifer","Invertebrates",780.949
"281","digoxin","DTXSID5022934","LC50",192114,"ug/L","Water Flea","Crustaceans",780.949
"282","digoxin","DTXSID5022934","LC50",320190,"ug/L","Water Flea","Crustaceans",780.949
"283","digoxin","DTXSID5022934","LC50",999617,"ug/L","Rotifer","Invertebrates",780.949
"284","digoxin","DTXSID5022934","LC50",9996170,"ug/L","Rotifer","Invertebrates",780.949
"285","digoxin","DTXSID5022934","LC50",1e+05,"ug/L","Brine Shrimp","Crustaceans",780.949
"286","digoxin","DTXSID5022934","LC50",192000,"ug/L","Water Flea","Crustaceans",780.949
"287","digoxin","DTXSID5022934","LC50",1e+07,"ug/L","Rotifer","Invertebrates",780.949
"288","ethinyl estradiol","DTXSID5020576","LC50",800,"ug/L","Scud","Crustaceans",296.41
"289","ethinyl estradiol","DTXSID5020576","LC50",1000,"ug/L","Flatworm","Worms",296.41
"290","ethinyl estradiol","DTXSID5020576","LC50",1100,"ug/L","Calanoid Copepod","Crustaceans",296.41
"291","ethinyl estradiol","DTXSID5020576","LC50",1500,"ug/L","Flatworm","Worms",296.41
"292","ethinyl estradiol","DTXSID5020576","LC50",1650,"ug/L","Flatworm","Worms",296.41
"293","ethinyl estradiol","DTXSID5020576","LC50",2000,"ug/L","Scud","Crustaceans",296.41
"294","ethinyl estradiol","DTXSID5020576","LC50",2160,"ug/L","Midge","Insects/Spiders",296.41
"295","ethinyl estradiol","DTXSID5020576","LC50",2780,"ug/L","Flatworm","Worms",296.41
"296","ethinyl estradiol","DTXSID5020576","LC50",3000,"ug/L","Flatworm","Worms",296.41
"297","ethinyl estradiol","DTXSID5020576","LC50",3400,"ug/L","Flatworm","Worms",296.41
"298","ethinyl estradiol","DTXSID5020576","LC50",4100,"ug/L","Midge","Insects/Spiders",296.41
"299","ethinyl estradiol","DTXSID5020576","LC50",4190,"ug/L","Scud","Crustaceans",296.41
"300","ethinyl estradiol","DTXSID5020576","LC50",7920,"ug/L","Scud","Crustaceans",296.41
"301","ethinyl estradiol","DTXSID5020576","LC50",100,"ug/L","Harpacticoid Copepod","Crustaceans",296.41
"302","ethinyl estradiol","DTXSID5020576","LC50",510,"ug/L","Harpacticoid Copepod","Crustaceans",296.41
"303","ethinyl estradiol","DTXSID5020576","LC50",1200,"ug/L","Opossum Shrimp","Crustaceans",296.41
"304","ethinyl estradiol","DTXSID5020576","LC50",2590.4,"ug/L","Water Flea","Crustaceans",296.41
"305","ethinyl estradiol","DTXSID5020576","LC50",3800,"ug/L","Hydra","Invertebrates",296.41
"306","ethinyl estradiol","DTXSID5020576","LC50",5500,"ug/L","Hydra","Invertebrates",296.41
"307","ethinyl estradiol","DTXSID5020576","LC50",6700,"ug/L","Hydra","Invertebrates",296.41
"308","ethinyl estradiol","DTXSID5020576","LC50",8600,"ug/L","Hydra","Invertebrates",296.41
"309","ethinyl estradiol","DTXSID5020576","LC50",8830,"ug/L","Midge","Insects/Spiders",296.41
"310","ethinyl estradiol","DTXSID5020576","LC50",9136,"ug/L","Midge","Insects/Spiders",296.41
"311","ethinyl estradiol","DTXSID5020576","LC50",2590,"ug/L","Water Flea","Crustaceans",296.41
"312","ethinyl estradiol","DTXSID5020576","LC50",3800,"ug/L","Hydra","Invertebrates",296.41
"313","ethinyl estradiol","DTXSID5020576","LC50",5500,"ug/L","Hydra","Invertebrates",296.41
"314","ethinyl estradiol","DTXSID5020576","LC50",6700,"ug/L","Hydra","Invertebrates",296.41
"315","ethinyl estradiol","DTXSID5020576","LC50",8600,"ug/L","Hydra","Invertebrates",296.41
"316","prednisolone","DTXSID9021184","LC50",22290,"ug/L","Rotifer","Invertebrates",360.45
"317","prednisolone","DTXSID9021184","LC50",22300,"ug/L","Rotifer","Invertebrates",360.45
"318","moxifloxacin","DTXSID3048491","LC50",3000,"ug/L","Water Flea","Crustaceans",401.438
"319","moxifloxacin","DTXSID3048491","LC50",5000,"ug/L","Water Flea","Crustaceans",401.438
"320","moxifloxacin","DTXSID3048491","LC50",7000,"ug/L","Water Flea","Crustaceans",401.438
"321","moxifloxacin","DTXSID3048491","LC50",14000,"ug/L","Water Flea","Crustaceans",401.438
"322","moxifloxacin","DTXSID3048491","LC50",26000,"ug/L","Water Flea","Crustaceans",401.438
"323","moxifloxacin","DTXSID3048491","LC50",29000,"ug/L","Water Flea","Crustaceans",401.438
"324","dexamethasone","DTXSID3020384","LC50",48220,"ug/L","Rotifer","Invertebrates",392.467
"325","dexamethasone","DTXSID3020384","LC50",60110,"ug/L","Fairy Shrimp","Crustaceans",392.467
"326","dexamethasone","DTXSID3020384","LC50",48200,"ug/L","Rotifer","Invertebrates",392.467
"327","dexamethasone","DTXSID3020384","LC50",60100,"ug/L","Fairy Shrimp","Crustaceans",392.467
"328","ofloxacin","DTXSID3041085","LC50",195200,"ug/L","Flatworm","Worms",361.373
"329","ofloxacin","DTXSID3041085","LC50",29900,"ug/L","Rotifer","Invertebrates",361.373
"330","ofloxacin","DTXSID3041085","LC50",34000,"ug/L","Fairy Shrimp","Crustaceans",361.373
"331","ofloxacin","DTXSID3041085","LC50",29880,"ug/L","Rotifer","Invertebrates",361.373
"332","ofloxacin","DTXSID3041085","LC50",32500,"ug/L","Flatworm","Worms",361.373
"333","ofloxacin","DTXSID3041085","LC50",33980,"ug/L","Fairy Shrimp","Crustaceans",361.373
"334","ofloxacin","DTXSID3041085","LC50",98500,"ug/L","Flatworm","Worms",361.373
"335","ofloxacin","DTXSID3041085","LC50",447200,"ug/L","Flatworm","Worms",361.373
"336","cyclosporine","DTXSID0020365","LC50",29584.7,"ug/L","Water Flea","Crustaceans",1202.635
"337","cyclosporine","DTXSID0020365","LC50",192541,"ug/L","Water Flea","Crustaceans",1202.635
