"","Ensemble_number","Drug","Predicted_concentration","Predicted_mass_load"
"6339",21,"benzoyl peroxide",0,0
"6340",21,"benztropine",0,0
"6341",21,"bepotastine",0,0
"6342",21,"betamethasone",0,0
"6343",21,"bisacodyl",0,0
"6344",21,"bismuth subsalicylate",0,0
"6345",21,"bisoprolol",0,0
"6346",21,"brimonidine",0,0
"6347",21,"bromfenac",0,0
"6348",21,"bumetanide",0,0
"6349",21,"buprenorphine",0,0
"6350",21,"buspirone",0,0
"6351",21,"cadexomer iodine",0,0
"6352",21,"calcipotriene",0,0
"6353",21,"canagliflozin",0,0
"6354",21,"carbamazepine",0,0
"6355",21,"carvedilol",0,0
"6356",21,"cefdinir",0,0
"6357",21,"cefuroxime",0,0
"6358",21,"cephalexin",0,0
"6359",21,"cetirizine",0,0
"6360",21,"chlorhexidine",0,0
"6361",21,"chlorthalidone",0,0
"6362",21,"ciclesonide",0,0
"6363",21,"ciclopirox",0,0
"6364",21,"ciprofloxacin",0,0
"6365",21,"clarithromycin",0,0
"6366",21,"clavulanate",0,0
"6367",21,"clindamycin",0,0
"6368",21,"clobetasol",0,0
"6369",21,"clonazepam",0,0
"6370",21,"clotrimazole",0,0
"6371",21,"codeine",0,0
"6372",21,"colchicine",0,0
"6373",21,"cromolyn",0,0
"6374",21,"cyclobenzaprine",0,0
"6375",21,"cyclosporine",0,0
"6376",21,"cyproheptadine",0,0
"6377",21,"dabigatran",0,0
"6378",21,"dapagliflozin",0,0
"6379",21,"dapsone",0,0
"6380",21,"desloratadine",0,0
"6381",21,"desonide",0,0
"6382",21,"desvenlafaxine",0,0
"6383",21,"dextroamphetamine",0,0
"6384",21,"dextromethorphan",0,0
"6385",21,"diazepam",0,0
"6386",21,"diclofenac",0,0
"6387",21,"dicyclomine",0,0
"6388",21,"digoxin",0,0
"6389",21,"diltiazem",0,0
"6390",21,"diphenhydramine",0,0
"6391",21,"divalproex sodium",0,0
"6392",21,"docusate",0,0
"6393",21,"donepezil",0,0
"6394",21,"dorzolamide",0,0
"6395",21,"doxazosin",0,0
"6396",21,"doxepin",0,0
"6397",21,"doxycycline",0,0
"6398",21,"empagliflozin",0,0
"6399",21,"enalapril",0,0
"6400",21,"epinastine",0,0
"6401",21,"ertugliflozin",0,0
"6402",21,"erythromycin",0,0
"6403",21,"esomeprazole",0,0
"6404",21,"ethinyl estradiol",0,0
"6405",21,"etodolac",0,0
"6406",21,"ezetimibe",0,0
"6407",21,"famotidine",0,0
"6408",21,"fenofibrate",0,0
"6409",21,"fexofenadine",0,0
"6410",21,"flecainide",0,0
"6411",21,"fluconazole",0,0
"6412",21,"fluocinonide",0,0
"6413",21,"fluorouracil",0,0
"6414",21,"flurbiprofen",0,0
"6415",21,"formoterol",0,0
"6416",21,"gemfibrozil",0,0
"6417",21,"gentamicin",0,0
"6418",21,"glimepiride",0,0
"6419",21,"glyburide",0,0
"6420",21,"guaifenesin",0,0
"6421",21,"guanfacine",0,0
"6422",21,"haloperidol",0,0
"6423",21,"hydrocodone",0,0
"6424",21,"hydrocortisone",0,0
"6425",21,"hydromorphone",0,0
"6426",21,"hydroxychloroquine",0,0
"6427",21,"hydroxyzine",0,0
"6428",21,"hyoscyamine",0,0
"6429",21,"ibandronate",0,0
"6430",21,"imiquimod",0,0
"6431",21,"indomethacin",0,0
"6432",21,"ipratropium",0,0
"6433",21,"irbesartan",0,0
"6434",21,"isosorbide dinitrate",0,0
"6435",21,"isotretinoin",0,0
"6436",21,"ivermectin",0,0
"6437",21,"ketoconazole",0,0
"6438",21,"ketoprofen",0,0
"6439",21,"ketorolac",0,0
"6440",21,"ketotifen",0,0
"6441",21,"labetalol",0,0
"6442",21,"lactulose",0,0
"6443",21,"lansoprazole",0,0
"6444",21,"latanoprost",0,0
"6445",21,"leflunomide",0,0
"6446",21,"letrozole",0,0
"6447",21,"levetiracetam",0,0
"6448",21,"levocetirizine",0,0
"6449",21,"levofloxacin",0,0
"6450",21,"levonorgestrel",0,0
"6451",21,"lidocaine",0,0
"6452",21,"linaclotide",0,0
"6453",21,"linagliptin",0,0
"6454",21,"liraglutide",0,0
"6455",21,"lisdexamfetamine",0,0
"6456",21,"loperamide",0,0
"6457",21,"loratadine",0,0
"6458",21,"loteprednol",0,0
"6459",21,"lovastatin",0,0
"6460",21,"lurasidone",0,0
"6461",21,"medroxyprogesterone",0,0
"6462",21,"memantine",0,0
"6463",21,"mesalamine",0,0
"6464",21,"metaxalone",0,0
"6465",21,"methimazole",0,0
"6466",21,"methocarbamol",0,0
"6467",21,"methotrexate",0,0
"6468",21,"methylprednisolone",0,0
"6469",21,"metoclopramide",0,0
"6470",21,"metronidazole",0,0
"6471",21,"minocycline",0,0
"6472",21,"mirabegron",0,0
"6473",21,"mirtazapine",0,0
"6474",21,"mometasone",0,0
"6475",21,"morphine",0,0
"6476",21,"moxifloxacin",0,0
"6477",21,"mupirocin",0,0
"6478",21,"mycophenolate mofetil",0,0
"6479",21,"nabumetone",0,0
"6480",21,"nadolol",0,0
"6481",21,"naltrexone",0,0
"6482",21,"naproxen",0,0
"6483",21,"nebivolol",0,0
"6484",21,"nifedipine",0,0
"6485",21,"nitroglycerin",0,0
"6486",21,"norethindrone",0,0
"6487",21,"nortriptyline",0,0
"6488",21,"ofloxacin",0,0
"6489",21,"olanzapine",0,0
"6490",21,"olmesartan",0,0
"6491",21,"olopatadine",0,0
"6492",21,"ondansetron",0,0
"6493",21,"oseltamivir",0,0
"6494",21,"oxcarbazepine",0,0
"6495",21,"oxybutynin",0,0
"6496",21,"oxycodone",0,0
"6497",21,"oxymetazoline",0,0
"6498",21,"pantoprazole",0,0
"6499",21,"paroxetine",0,0
"6500",21,"penicillin v potassium",0,0
"6501",21,"permethrin",0,0
"6502",21,"phenazopyridine",0,0
"6503",21,"phentermine",0,0
"6504",21,"phenytoin",0,0
"6505",21,"pioglitazone",0,0
"6506",21,"piroxicam",0,0
"6507",21,"pitavastatin",0,0
"6508",21,"podofilox",0,0
"6509",21,"povidone iodine",0,0
"6510",21,"pramipexole",0,0
"6511",21,"pravastatin",0,0
"6512",21,"prazosin",0,0
"6513",21,"prednisolone",0,0
"6514",21,"prednisone",0,0
"6515",21,"pregabalin",0,0
"6516",21,"primidone",0,0
"6517",21,"prochlorperazine",0,0
"6518",21,"promethazine",0,0
"6519",21,"propranolol",0,0
"6520",21,"pseudoephedrine",0,0
"6521",21,"quetiapine",0,0
"6522",21,"quinapril",0,0
"6523",21,"ramipril",0,0
"6524",21,"ranolazine",0,0
"6525",21,"risperidone",0,0
"6526",21,"rizatriptan",0,0
"6527",21,"ropinirole",0,0
"6528",21,"rosuvastatin",0,0
"6529",21,"salmeterol",0,0
"6530",21,"semaglutide",0,0
"6531",21,"senna",0,0
"6532",21,"sildenafil",0,0
"6533",21,"silver sulfadiazine",0,0
"6534",21,"solifenacin",0,0
"6535",21,"sotalol",0,0
"6536",21,"spinosad",0,0
"6537",21,"spironolactone",0,0
"6538",21,"sulfacetamide sodium",0,0
"6539",21,"sulfamethoxazole",0,0
"6540",21,"sulfasalazine",0,0
"6541",21,"sulindac",0,0
"6542",21,"sumatriptan",0,0
"6543",21,"tacrolimus",0,0
"6544",21,"tadalafil",0,0
"6545",21,"tamoxifen",0,0
"6546",21,"tamsulosin",0,0
"6547",21,"telmisartan",0,0
"6548",21,"temazepam",0,0
"6549",21,"terazosin",0,0
"6550",21,"terbinafine",0,0
"6551",21,"ticagrelor",0,0
"6552",21,"timolol",0,0
"6553",21,"tiotropium",0,0
"6554",21,"tizanidine",0,0
"6555",21,"tobramycin",0,0
"6556",21,"tolterodine",0,0
"6557",21,"torsemide",0,0
"6558",21,"tramadol",0,0
"6559",21,"travoprost",0,0
"6560",21,"triamcinolone",0,0
"6561",21,"triamterene",0,0
"6562",21,"trimethoprim",0,0
"6563",21,"triprolidine",0,0
"6564",21,"umeclidinium",0,0
"6565",21,"valacyclovir",0,0
"6566",21,"varenicline",0,0
"6567",21,"verapamil",0,0
"6568",21,"vortioxetine",0,0
"6569",21,"warfarin",0,0
"6570",21,"witch hazel",0,0
"6571",21,"ziprasidone",0,0
"6572",21,"zolpidem",0,0
"6573",21,"zonisamide",0,0
"6574",22,"metformin",64.4778557911625,20014.184349
"6575",22,"gabapentin",17.5334545555147,5442.45442785
"6576",22,"allopurinol",3.72578846760995,1156.4996435
"6577",22,"pregabalin",2.10176363948274,652.39584075
"6578",22,"docusate",1.56366334438345,485.36735675
"6579",22,"verapamil",1.01284051929099,314.38974855
"6580",22,"hydrochlorothiazide",0.864645889610798,268.38954271875
"6581",22,"atorvastatin",0.80098557573356,248.62912665
"6582",22,"furosemide",0.669161561384518,207.7104253
"6583",22,"omeprazole",0.56719982873932,176.06109564
"6584",22,"timolol",0.511699040218554,158.83342888
"6585",22,"lisinopril",0.468554641290061,145.441234875
"6586",22,"albuterol",0.413911380304378,128.479748092
"6587",22,"atenolol",0.403283678528627,125.18086695
"6588",22,"clopidogrel",0.374697375855337,116.307564255
"6589",22,"losartan",0.362559087537532,112.539791008
"6590",22,"hydralazine",0.326435270083504,101.326813575
"6591",22,"pravastatin",0.258102552141725,80.116064595
"6592",22,"dexlansoprazole",0.239686489128362,74.3996449714
"6593",22,"metoprolol",0.232876404814371,72.28576756
"6594",22,"baclofen",0.231256325466167,71.78288845
"6595",22,"lamotrigine",0.221656984768238,68.8032147
"6596",22,"olmesartan",0.212574821764539,65.984074975
"6597",22,"senna",0.206596588478241,64.12840745
"6598",22,"duloxetine",0.204100986043994,63.353762472
"6599",22,"simvastatin",0.184062195509723,57.133641735
"6600",22,"diltiazem",0.145938096996173,45.29976906
"6601",22,"pantoprazole",0.141961509046275,44.065420254
"6602",22,"chlorthalidone",0.141785344808701,44.01073817
"6603",22,"methylphenidate",0.12897056423242,40.03297902
"6604",22,"rosuvastatin",0.126667770880852,39.3181827525
"6605",22,"celecoxib",0.121414539857734,37.68755883
"6606",22,"ezetimibe",0.118692087890298,36.8424988495
"6607",22,"sertraline",0.113405130974472,35.201406275
"6608",22,"alendronate",0.104955761508389,32.57868819525
"6609",22,"famotidine",0.101321442764913,31.45058112
"6610",22,"fluoxetine",0.0755983701482584,23.4660364875
"6611",22,"citalopram",0.0662329894105746,20.558984845
"6612",22,"cyclobenzaprine",0.049520645199482,15.3714063525
"6613",22,"amlodipine",0.0294056272631796,9.127624325
"6614",22,"ramipril",0.0265339538485329,8.2362454104
"6615",22,"bupropion",0.020870918504594,6.4784165875
"6616",22,"glipizide",0.0204378884292728,6.34400232
"6617",22,"pitavastatin",0.0197673641254623,6.135868894
"6618",22,"propranolol",0.0124069756301465,3.8511748635
"6619",22,"isosorbide mononitrate",0.0113275276293153,3.51610988625
"6620",22,"finasteride",0.0109437460519194,3.3969825495
"6621",22,"carvedilol",0.00833438501758998,2.587026447
"6622",22,"prazosin",0.00810927513579078,2.51715143925
"6623",22,"norethindrone",0.00587883768411489,1.8248147325
"6624",22,"sumatriptan",0.00490284246989944,1.52186191402667
"6625",22,"amitriptyline",0.00419738798791253,1.302886021
"6626",22,"meloxicam",0.00228031588631268,0.707819172375
"6627",22,"tamsulosin",0.00121381334437539,0.3767725173475
"6628",22,"warfarin",0.00081531076564735,0.2530757229
"6629",22,"fluticasone",0.00077384953387561,0.240205990713125
"6630",22,"clonidine",0.000714419754296014,0.2217587494125
"6631",22,"clonazepam",0.000280253641544568,0.08699185135
"6632",22,"oxybutynin",8.32089005779565e-05,0.025828375575
"6633",22,"acetaminophen",0,0
"6634",22,"acyclovir",0,0
"6635",22,"adapalene",0,0
"6636",22,"alfuzosin",0,0
"6637",22,"alogliptin",0,0
"6638",22,"alprazolam",0,0
"6639",22,"amiodarone",0,0
"6640",22,"amoxicillin",0,0
"6641",22,"amphetamine",0,0
"6642",22,"ampicillin",0,0
"6643",22,"anastrozole",0,0
"6644",22,"apixaban",0,0
"6645",22,"aripiprazole",0,0
"6646",22,"aspirin",0,0
"6647",22,"atomoxetine",0,0
"6648",22,"azelastine",0,0
"6649",22,"azithromycin",0,0
"6650",22,"beclomethasone",0,0
"6651",22,"benazepril",0,0
"6652",22,"benzonatate",0,0
"6653",22,"benzoyl peroxide",0,0
"6654",22,"benztropine",0,0
"6655",22,"bepotastine",0,0
"6656",22,"betamethasone",0,0
"6657",22,"bimatoprost",0,0
"6658",22,"bisacodyl",0,0
"6659",22,"bismuth subsalicylate",0,0
"6660",22,"bisoprolol",0,0
"6661",22,"brimonidine",0,0
"6662",22,"bromfenac",0,0
"6663",22,"budesonide",0,0
"6664",22,"bumetanide",0,0
"6665",22,"buprenorphine",0,0
"6666",22,"buspirone",0,0
"6667",22,"cadexomer iodine",0,0
"6668",22,"calcipotriene",0,0
"6669",22,"canagliflozin",0,0
"6670",22,"carbamazepine",0,0
"6671",22,"cefdinir",0,0
"6672",22,"cefuroxime",0,0
"6673",22,"cephalexin",0,0
"6674",22,"cetirizine",0,0
"6675",22,"chlorhexidine",0,0
"6676",22,"ciclesonide",0,0
"6677",22,"ciclopirox",0,0
"6678",22,"ciprofloxacin",0,0
"6679",22,"clarithromycin",0,0
"6680",22,"clavulanate",0,0
"6681",22,"clindamycin",0,0
"6682",22,"clobetasol",0,0
"6683",22,"clotrimazole",0,0
"6684",22,"codeine",0,0
"6685",22,"colchicine",0,0
"6686",22,"cromolyn",0,0
"6687",22,"cyclosporine",0,0
"6688",22,"cyproheptadine",0,0
"6689",22,"dabigatran",0,0
"6690",22,"dapagliflozin",0,0
"6691",22,"dapsone",0,0
"6692",22,"desloratadine",0,0
"6693",22,"desonide",0,0
"6694",22,"desvenlafaxine",0,0
"6695",22,"dexamethasone",0,0
"6696",22,"dexmethylphenidate",0,0
"6697",22,"dextroamphetamine",0,0
"6698",22,"dextromethorphan",0,0
"6699",22,"diazepam",0,0
"6700",22,"diclofenac",0,0
"6701",22,"dicyclomine",0,0
"6702",22,"digoxin",0,0
"6703",22,"diphenhydramine",0,0
"6704",22,"divalproex sodium",0,0
"6705",22,"donepezil",0,0
"6706",22,"dorzolamide",0,0
"6707",22,"doxazosin",0,0
"6708",22,"doxepin",0,0
"6709",22,"doxycycline",0,0
"6710",22,"dulaglutide",0,0
"6711",22,"empagliflozin",0,0
"6712",22,"enalapril",0,0
"6713",22,"epinastine",0,0
"6714",22,"ertugliflozin",0,0
"6715",22,"erythromycin",0,0
"6716",22,"escitalopram",0,0
"6717",22,"esomeprazole",0,0
"6718",22,"eszopiclone",0,0
"6719",22,"ethinyl estradiol",0,0
"6720",22,"etodolac",0,0
"6721",22,"felodipine",0,0
"6722",22,"fenofibrate",0,0
"6723",22,"fexofenadine",0,0
"6724",22,"flecainide",0,0
"6725",22,"fluconazole",0,0
"6726",22,"flunisolide",0,0
"6727",22,"fluocinonide",0,0
"6728",22,"fluorouracil",0,0
"6729",22,"flurbiprofen",0,0
"6730",22,"formoterol",0,0
"6731",22,"gemfibrozil",0,0
"6732",22,"gentamicin",0,0
"6733",22,"glimepiride",0,0
"6734",22,"glyburide",0,0
"6735",22,"guaifenesin",0,0
"6736",22,"guanfacine",0,0
"6737",22,"haloperidol",0,0
"6738",22,"hydrocodone",0,0
"6739",22,"hydrocortisone",0,0
"6740",22,"hydromorphone",0,0
"6741",22,"hydroxychloroquine",0,0
"6742",22,"hydroxyzine",0,0
"6743",22,"hyoscyamine",0,0
"6744",22,"ibandronate",0,0
"6745",22,"ibuprofen",0,0
"6746",22,"imiquimod",0,0
"6747",22,"indomethacin",0,0
"6748",22,"ipratropium",0,0
"6749",22,"irbesartan",0,0
"6750",22,"isosorbide dinitrate",0,0
"6751",22,"isotretinoin",0,0
"6752",22,"ivermectin",0,0
"6753",22,"ketoconazole",0,0
"6754",22,"ketoprofen",0,0
"6755",22,"ketorolac",0,0
"6756",22,"ketotifen",0,0
"6757",22,"labetalol",0,0
"6758",22,"lactulose",0,0
"6759",22,"lansoprazole",0,0
"6760",22,"latanoprost",0,0
"6761",22,"leflunomide",0,0
"6762",22,"letrozole",0,0
"6763",22,"levalbuterol",0,0
"6764",22,"levetiracetam",0,0
"6765",22,"levocetirizine",0,0
"6766",22,"levofloxacin",0,0
"6767",22,"levonorgestrel",0,0
"6768",22,"lidocaine",0,0
"6769",22,"linaclotide",0,0
"6770",22,"linagliptin",0,0
"6771",22,"liraglutide",0,0
"6772",22,"lisdexamfetamine",0,0
"6773",22,"loperamide",0,0
"6774",22,"loratadine",0,0
"6775",22,"lorazepam",0,0
"6776",22,"loteprednol",0,0
"6777",22,"lovastatin",0,0
"6778",22,"lurasidone",0,0
"6779",22,"meclizine",0,0
"6780",22,"medroxyprogesterone",0,0
"6781",22,"memantine",0,0
"6782",22,"mesalamine",0,0
"6783",22,"metaxalone",0,0
"6784",22,"methimazole",0,0
"6785",22,"methocarbamol",0,0
"6786",22,"methotrexate",0,0
"6787",22,"methylprednisolone",0,0
"6788",22,"metoclopramide",0,0
"6789",22,"metronidazole",0,0
"6790",22,"minocycline",0,0
"6791",22,"mirabegron",0,0
"6792",22,"mirtazapine",0,0
"6793",22,"modafinil",0,0
"6794",22,"mometasone",0,0
"6795",22,"montelukast",0,0
"6796",22,"morphine",0,0
"6797",22,"moxifloxacin",0,0
"6798",22,"mupirocin",0,0
"6799",22,"mycophenolate mofetil",0,0
"6800",22,"nabumetone",0,0
"6801",22,"nadolol",0,0
"6802",22,"naltrexone",0,0
"6803",22,"naproxen",0,0
"6804",22,"nebivolol",0,0
"6805",22,"nifedipine",0,0
"6806",22,"nitrofurantoin",0,0
"6807",22,"nitroglycerin",0,0
"6808",22,"nortriptyline",0,0
"6809",22,"ofloxacin",0,0
"6810",22,"olanzapine",0,0
"6811",22,"olopatadine",0,0
"6812",22,"ondansetron",0,0
"6813",22,"oseltamivir",0,0
"6814",22,"oxcarbazepine",0,0
"6815",22,"oxycodone",0,0
"6816",22,"oxymetazoline",0,0
"6817",22,"paroxetine",0,0
"6818",22,"penicillin v potassium",0,0
"6819",22,"permethrin",0,0
"6820",22,"phenazopyridine",0,0
"6821",22,"phentermine",0,0
"6822",22,"phenytoin",0,0
"6823",22,"pioglitazone",0,0
"6824",22,"piroxicam",0,0
"6825",22,"podofilox",0,0
"6826",22,"povidone iodine",0,0
"6827",22,"pramipexole",0,0
"6828",22,"prednisolone",0,0
"6829",22,"prednisone",0,0
"6830",22,"primidone",0,0
"6831",22,"prochlorperazine",0,0
"6832",22,"promethazine",0,0
"6833",22,"pseudoephedrine",0,0
"6834",22,"quetiapine",0,0
"6835",22,"quinapril",0,0
"6836",22,"raloxifene",0,0
"6837",22,"ranitidine",0,0
"6838",22,"ranolazine",0,0
"6839",22,"risperidone",0,0
"6840",22,"rivaroxaban",0,0
"6841",22,"rizatriptan",0,0
"6842",22,"ropinirole",0,0
"6843",22,"salmeterol",0,0
"6844",22,"semaglutide",0,0
"6845",22,"sildenafil",0,0
"6846",22,"silver sulfadiazine",0,0
"6847",22,"sitagliptin",0,0
"6848",22,"solifenacin",0,0
"6849",22,"sotalol",0,0
"6850",22,"spinosad",0,0
"6851",22,"spironolactone",0,0
"6852",22,"sulfacetamide sodium",0,0
"6853",22,"sulfamethoxazole",0,0
"6854",22,"sulfasalazine",0,0
"6855",22,"sulindac",0,0
"6856",22,"tacrolimus",0,0
"6857",22,"tadalafil",0,0
"6858",22,"tamoxifen",0,0
"6859",22,"telmisartan",0,0
"6860",22,"temazepam",0,0
"6861",22,"terazosin",0,0
"6862",22,"terbinafine",0,0
"6863",22,"ticagrelor",0,0
"6864",22,"tiotropium",0,0
"6865",22,"tizanidine",0,0
"6866",22,"tobramycin",0,0
"6867",22,"tolterodine",0,0
"6868",22,"topiramate",0,0
"6869",22,"torsemide",0,0
"6870",22,"tramadol",0,0
"6871",22,"travoprost",0,0
"6872",22,"trazodone",0,0
"6873",22,"triamcinolone",0,0
"6874",22,"triamterene",0,0
"6875",22,"trimethoprim",0,0
"6876",22,"triprolidine",0,0
"6877",22,"umeclidinium",0,0
"6878",22,"valacyclovir",0,0
"6879",22,"valsartan",0,0
"6880",22,"varenicline",0,0
"6881",22,"venlafaxine",0,0
"6882",22,"vortioxetine",0,0
"6883",22,"witch hazel",0,0
"6884",22,"ziprasidone",0,0
"6885",22,"zolpidem",0,0
"6886",22,"zonisamide",0,0
"6887",23,"metformin",75.2241650896896,23349.8817405
"6888",23,"diclofenac",72.0463923759359,22363.48837906
"6889",23,"methocarbamol",4.87745969768431,1513.983
"6890",23,"allopurinol",3.72578846760995,1156.4996435
"6891",23,"irbesartan",1.684590395098,522.903597
"6892",23,"atenolol",1.61313471411451,500.7234678
"6893",23,"losartan",1.45023635015013,450.159164032
"6894",23,"furosemide",1.33832312276904,415.4208506
"6895",23,"valsartan",1.22845960064142,381.3187738775
"6896",23,"doxycycline",1.19631636754037,371.34138575
"6897",23,"sitagliptin",0.818925035695416,254.19760678
"6898",23,"lisinopril",0.780924402150101,242.402058125
"6899",23,"hydralazine",0.652870540167008,202.65362715
"6900",23,"atorvastatin",0.640788460586848,198.90330132
"6901",23,"oxcarbazepine",0.544689156711898,169.073693
"6902",23,"rosuvastatin",0.506671083523408,157.27273101
"6903",23,"verapamil",0.506420259645494,157.194874275
"6904",23,"lamotrigine",0.443313969536475,137.6064294
"6905",23,"tramadol",0.4313898449279,133.905133425
"6906",23,"albuterol",0.413911380304378,128.479748092
"6907",23,"clopidogrel",0.374697375855337,116.307564255
"6908",23,"hydrochlorothiazide",0.345858355844319,107.3558170875
"6909",23,"pravastatin",0.258102552141725,80.116064595
"6910",23,"dexlansoprazole",0.239686489128362,74.3996449714
"6911",23,"sertraline",0.226810261948944,70.40281255
"6912",23,"empagliflozin",0.213833440534271,66.3747552756
"6913",23,"omeprazole",0.189066609579773,58.68703188
"6914",23,"pantoprazole",0.141961509046275,44.065420254
"6915",23,"metoprolol",0.116438202407185,36.14288378
"6916",23,"spironolactone",0.115999165080025,36.0066048375
"6917",23,"duloxetine",0.102050493021997,31.676881236
"6918",23,"pioglitazone",0.0763136706517957,23.688068625
"6919",23,"fluoxetine",0.0755983701482584,23.4660364875
"6920",23,"diltiazem",0.0729690484980864,22.64988453
"6921",23,"citalopram",0.0662329894105746,20.558984845
"6922",23,"simvastatin",0.0613540651699076,19.044547245
"6923",23,"glipizide",0.0306568326439092,9.51600348
"6924",23,"finasteride",0.0218874921038389,6.793965099
"6925",23,"trazodone",0.0169458191743663,5.260050055
"6926",23,"carvedilol",0.012501577526385,3.8805396705
"6927",23,"propranolol",0.0124069756301465,3.8511748635
"6928",23,"amlodipine",0.0117622509052718,3.65104973
"6929",23,"isosorbide mononitrate",0.0113275276293153,3.51610988625
"6930",23,"atomoxetine",0.0111323792791008,3.45553505775
"6931",23,"bupropion",0.010435459252297,3.23920829375
"6932",23,"bumetanide",0.00924194457618136,2.868736564225
"6933",23,"risperidone",0.00697495901631422,2.1650551785
"6934",23,"meloxicam",0.00684094765893803,2.123457517125
"6935",23,"hydromorphone",0.00498524323945568,1.5474394425
"6936",23,"latanoprost",0.00443254903741575,1.37588095141
"6937",23,"tizanidine",0.00359603811484388,1.116224615
"6938",23,"alprazolam",0.00328757810144199,1.020477393
"6939",23,"vortioxetine",0.0013090776600817,0.406342942
"6940",23,"tamsulosin",0.00121381334437539,0.3767725173475
"6941",23,"lorazepam",4.14795025515135e-05,0.01287540351
"6942",23,"acetaminophen",0,0
"6943",23,"acyclovir",0,0
"6944",23,"adapalene",0,0
"6945",23,"alendronate",0,0
"6946",23,"alfuzosin",0,0
"6947",23,"alogliptin",0,0
"6948",23,"amiodarone",0,0
"6949",23,"amitriptyline",0,0
"6950",23,"amoxicillin",0,0
"6951",23,"amphetamine",0,0
"6952",23,"ampicillin",0,0
"6953",23,"anastrozole",0,0
"6954",23,"apixaban",0,0
"6955",23,"aripiprazole",0,0
"6956",23,"aspirin",0,0
"6957",23,"azelastine",0,0
"6958",23,"azithromycin",0,0
"6959",23,"baclofen",0,0
"6960",23,"beclomethasone",0,0
"6961",23,"benazepril",0,0
"6962",23,"benzonatate",0,0
"6963",23,"benzoyl peroxide",0,0
"6964",23,"benztropine",0,0
"6965",23,"bepotastine",0,0
"6966",23,"betamethasone",0,0
"6967",23,"bimatoprost",0,0
"6968",23,"bisacodyl",0,0
"6969",23,"bismuth subsalicylate",0,0
"6970",23,"bisoprolol",0,0
"6971",23,"brimonidine",0,0
"6972",23,"bromfenac",0,0
"6973",23,"budesonide",0,0
"6974",23,"buprenorphine",0,0
"6975",23,"buspirone",0,0
"6976",23,"cadexomer iodine",0,0
"6977",23,"calcipotriene",0,0
"6978",23,"canagliflozin",0,0
"6979",23,"carbamazepine",0,0
"6980",23,"cefdinir",0,0
"6981",23,"cefuroxime",0,0
"6982",23,"celecoxib",0,0
"6983",23,"cephalexin",0,0
"6984",23,"cetirizine",0,0
"6985",23,"chlorhexidine",0,0
"6986",23,"chlorthalidone",0,0
"6987",23,"ciclesonide",0,0
"6988",23,"ciclopirox",0,0
"6989",23,"ciprofloxacin",0,0
"6990",23,"clarithromycin",0,0
"6991",23,"clavulanate",0,0
"6992",23,"clindamycin",0,0
"6993",23,"clobetasol",0,0
"6994",23,"clonazepam",0,0
"6995",23,"clonidine",0,0
"6996",23,"clotrimazole",0,0
"6997",23,"codeine",0,0
"6998",23,"colchicine",0,0
"6999",23,"cromolyn",0,0
"7000",23,"cyclobenzaprine",0,0
"7001",23,"cyclosporine",0,0
"7002",23,"cyproheptadine",0,0
"7003",23,"dabigatran",0,0
"7004",23,"dapagliflozin",0,0
"7005",23,"dapsone",0,0
"7006",23,"desloratadine",0,0
"7007",23,"desonide",0,0
"7008",23,"desvenlafaxine",0,0
"7009",23,"dexamethasone",0,0
"7010",23,"dexmethylphenidate",0,0
"7011",23,"dextroamphetamine",0,0
"7012",23,"dextromethorphan",0,0
"7013",23,"diazepam",0,0
"7014",23,"dicyclomine",0,0
"7015",23,"digoxin",0,0
"7016",23,"diphenhydramine",0,0
"7017",23,"divalproex sodium",0,0
"7018",23,"docusate",0,0
"7019",23,"donepezil",0,0
"7020",23,"dorzolamide",0,0
"7021",23,"doxazosin",0,0
"7022",23,"doxepin",0,0
"7023",23,"dulaglutide",0,0
"7024",23,"enalapril",0,0
"7025",23,"epinastine",0,0
"7026",23,"ertugliflozin",0,0
"7027",23,"erythromycin",0,0
"7028",23,"escitalopram",0,0
"7029",23,"esomeprazole",0,0
"7030",23,"eszopiclone",0,0
"7031",23,"ethinyl estradiol",0,0
"7032",23,"etodolac",0,0
"7033",23,"ezetimibe",0,0
"7034",23,"famotidine",0,0
"7035",23,"felodipine",0,0
"7036",23,"fenofibrate",0,0
"7037",23,"fexofenadine",0,0
"7038",23,"flecainide",0,0
"7039",23,"fluconazole",0,0
"7040",23,"flunisolide",0,0
"7041",23,"fluocinonide",0,0
"7042",23,"fluorouracil",0,0
"7043",23,"flurbiprofen",0,0
"7044",23,"fluticasone",0,0
"7045",23,"formoterol",0,0
"7046",23,"gabapentin",0,0
"7047",23,"gemfibrozil",0,0
"7048",23,"gentamicin",0,0
"7049",23,"glimepiride",0,0
"7050",23,"glyburide",0,0
"7051",23,"guaifenesin",0,0
"7052",23,"guanfacine",0,0
"7053",23,"haloperidol",0,0
"7054",23,"hydrocodone",0,0
"7055",23,"hydrocortisone",0,0
"7056",23,"hydroxychloroquine",0,0
"7057",23,"hydroxyzine",0,0
"7058",23,"hyoscyamine",0,0
"7059",23,"ibandronate",0,0
"7060",23,"ibuprofen",0,0
"7061",23,"imiquimod",0,0
"7062",23,"indomethacin",0,0
"7063",23,"ipratropium",0,0
"7064",23,"isosorbide dinitrate",0,0
"7065",23,"isotretinoin",0,0
"7066",23,"ivermectin",0,0
"7067",23,"ketoconazole",0,0
"7068",23,"ketoprofen",0,0
