"","Ensemble_number","Drug","Predicted_concentration"
"4571",16,"tobramycin",0.00387944009401851
"4572",16,"prazosin",0.00373026656250374
"4573",16,"lorazepam",0.00363636972462914
"4574",16,"tolterodine",0.00347506493086593
"4575",16,"flurbiprofen",0.00333666539643267
"4576",16,"estradiol",0.00303659762215616
"4577",16,"fluticasone",0.00288506590883306
"4578",16,"latanoprost",0.00281331173595029
"4579",16,"solifenacin",0.00276064783374563
"4580",16,"ertugliflozin",0.00269160149665513
"4581",16,"buprenorphine",0.00262548398392583
"4582",16,"linagliptin",0.00258922443429136
"4583",16,"felodipine",0.00250983395832528
"4584",16,"rizatriptan",0.00248633627847449
"4585",16,"haloperidol",0.00221985121922682
"4586",16,"prochlorperazine",0.00212991310885625
"4587",16,"methylprednisolone",0.00207440604078096
"4588",16,"budesonide",0.0016868702953293
"4589",16,"letrozole",0.00162319563969313
"4590",16,"norethindrone",0.00157748811253301
"4591",16,"eszopiclone",0.00148494039781743
"4592",16,"loperamide",0.00146165587779269
"4593",16,"piroxicam",0.00144972358603626
"4594",16,"bumetanide",0.00143545096629663
"4595",16,"cyproheptadine",0.00138528421089526
"4596",16,"anastrozole",0.00134370598286516
"4597",16,"bimatoprost",0.00126999997115323
"4598",16,"bromfenac",0.00120327433472688
"4599",16,"pramipexole",0.00114712279376327
"4600",16,"benztropine",0.00107347678457871
"4601",16,"semaglutide",0.000986720086891184
"4602",16,"nitroglycerin",0.000943905697944428
"4603",16,"ketotifen",0.000941336564135277
"4604",16,"dexamethasone",0.000925685564412382
"4605",16,"clonidine",0.000762811299485683
"4606",16,"flunisolide",0.000671168326868639
"4607",16,"epinastine",0.000649973537599103
"4608",16,"pitavastatin",0.000630873323051443
"4609",16,"colchicine",0.000627673202616239
"4610",16,"bisacodyl",0.000471302543378353
"4611",16,"varenicline",0.000459765590462501
"4612",16,"guanfacine",0.000392912264215469
"4613",16,"travoprost",0.000321910675605374
"4614",16,"dulaglutide",0.000293200741271142
"4615",16,"levalbuterol",0.00020713195779196
"4616",16,"ciclesonide",0.000206704273570358
"4617",16,"digoxin",0.000149247800485875
"4618",16,"linaclotide",0.000125268750260965
"4619",16,"levonorgestrel",0.000118965196090491
"4620",16,"desloratadine",8.05401992242368e-05
"4621",16,"ethinyl estradiol",7.25718603648176e-05
"4622",16,"hyoscyamine",6.90764393573195e-05
"4623",16,"umeclidinium",3.97032725797629e-05
"4624",16,"triprolidine",3.09038655976121e-05
"4625",16,"tiotropium",2.0415640515674e-05
"4626",16,"amphetamine",2.01350498060592e-05
"4627",16,"beclomethasone",1.81651533036542e-05
"4628",16,"dextroamphetamine",1.00675249030296e-05
"4629",16,"salmeterol",6.34012448293192e-06
"4630",16,"mometasone",4.99771543350994e-06
"4631",16,"triamcinolone",7.715514202743e-07
"4632",16,"zoster vaccine inactivated",2.06943567451164e-07
"4633",16,"bismuth subsalicylate",0
"4634",16,"sulfamethoxazole",0
"4635",16,"oxymetazoline",0
"4636",16,"phenazopyridine",0
"4637",16,"trimethoprim",0
"4638",16,"dextromethorphan",0
"4639",16,"ketoprofen",0
"4640",16,"formoterol",0
"4641",17,"metformin",73.0987839324075
"4642",17,"lactulose",68.9478794695922
"4643",17,"gabapentin",20.907316273887
"4644",17,"ibuprofen",7.55319612637554
"4645",17,"levetiracetam",4.48753170419663
"4646",17,"mesalamine",2.76247703022474
"4647",17,"metoprolol",2.74619500379682
"4648",17,"aspirin",2.55219803463073
"4649",17,"acetaminophen",2.42958337852722
"4650",17,"bupropion",2.38554598535323
"4651",17,"amoxicillin",2.26132675755988
"4652",17,"naproxen",2.12314194083103
"4653",17,"valacyclovir",2.06176693238072
"4654",17,"losartan",2.05638982469582
"4655",17,"atorvastatin",2.05132405935776
"4656",17,"methocarbamol",1.91846748136236
"4657",17,"allopurinol",1.85357976271324
"4658",17,"divalproex sodium",1.64312491599744
"4659",17,"oxcarbazepine",1.50334207241564
"4660",17,"sertraline",1.42404443011327
"4661",17,"albuterol",1.31829566082075
"4662",17,"sulfasalazine",1.30910547000128
"4663",17,"gemfibrozil",1.28737747374244
"4664",17,"icosapent",1.28257898435208
"4665",17,"diltiazem",1.16932900211988
"4666",17,"trazodone",1.09215804624874
"4667",17,"ranolazine",1.01063170655012
"4668",17,"lisinopril",0.927269634966367
"4669",17,"acyclovir",0.873268284293979
"4670",17,"venlafaxine",0.870619005863561
"4671",17,"omeprazole",0.853950853261053
"4672",17,"quetiapine",0.833280391819231
"4673",17,"pregabalin",0.791664304272759
"4674",17,"ciprofloxacin",0.767874817711232
"4675",17,"cephalexin",0.752670990850718
"4676",17,"clopidogrel",0.751892734242163
"4677",17,"carbamazepine",0.720974496965296
"4678",17,"lamotrigine",0.716690917335815
"4679",17,"hydroxychloroquine",0.71389207357684
"4680",17,"celecoxib",0.629332031709297
"4681",17,"labetalol",0.606716100204383
"4682",17,"furosemide",0.591873401029248
"4683",17,"fenofibrate",0.585767432066673
"4684",17,"pantoprazole",0.564227368391532
"4685",17,"simvastatin",0.547687288385296
"4686",17,"hydrochlorothiazide",0.515875042284491
"4687",17,"nabumetone",0.503502228351844
"4688",17,"hydralazine",0.501622198355454
"4689",17,"duloxetine",0.49227214017976
"4690",17,"topiramate",0.491568909507924
"4691",17,"tramadol",0.483156626436677
"4692",17,"mycophenolate mofetil",0.477706685872025
"4693",17,"sitagliptin",0.473552303234807
"4694",17,"ranitidine",0.452193669549732
"4695",17,"dorzolamide",0.442085305952776
"4696",17,"verapamil",0.408512342732981
"4697",17,"irbesartan",0.38745579088401
"4698",17,"atenolol",0.377070239457853
"4699",17,"valsartan",0.374757928870945
"4700",17,"pravastatin",0.355321180120701
"4701",17,"carvedilol",0.330875085164888
"4702",17,"guaifenesin",0.290729501004225
"4703",17,"amiodarone",0.279517252736983
"4704",17,"spironolactone",0.277624668413549
"4705",17,"rosuvastatin",0.262905995620499
"4706",17,"amlodipine",0.260533857538211
"4707",17,"fluoxetine",0.254514512793453
"4708",17,"metaxalone",0.253075153376721
"4709",17,"propranolol",0.239454629652318
"4710",17,"hydrocodone",0.232639994778546
"4711",17,"diclofenac",0.227439253728948
"4712",17,"hydroxyzine",0.225623993674661
"4713",17,"prednisolone",0.225550444130755
"4714",17,"phenytoin",0.217750933656428
"4715",17,"citalopram",0.2173861330755
"4716",17,"diphenhydramine",0.20472646167998
"4717",17,"docusate",0.198585244762176
"4718",17,"doxycycline",0.193803251569518
"4719",17,"flecainide",0.187397276422059
"4720",17,"timolol",0.179619492454341
"4721",17,"penicillin v potassium",0.177588903305281
"4722",17,"famotidine",0.170220023859759
"4723",17,"escitalopram",0.16840131082608
"4724",17,"isosorbide mononitrate",0.166514656167259
"4725",17,"clindamycin",0.154903637398277
"4726",17,"metronidazole",0.154871163992489
"4727",17,"amitriptyline",0.153624400344472
"4728",17,"nifedipine",0.149875045444001
"4729",17,"azithromycin",0.147339118121496
"4730",17,"dabigatran",0.143236435306845
"4731",17,"montelukast",0.134046991084581
"4732",17,"benzonatate",0.133113395997879
"4733",17,"lovastatin",0.124855847084804
"4734",17,"methylphenidate",0.112526817279097
"4735",17,"glipizide",0.10985365033054
"4736",17,"erythromycin",0.109795242177746
"4737",17,"esomeprazole",0.105414907218309
"4738",17,"oxycodone",0.104164557581066
"4739",17,"meloxicam",0.104025839004154
"4740",17,"zonisamide",0.102190064455475
"4741",17,"buspirone",0.101300516539024
"4742",17,"ticagrelor",0.101068287541246
"4743",17,"alendronate",0.101045644922932
"4744",17,"primidone",0.100067467069009
"4745",17,"canagliflozin",0.0984750003985268
"4746",17,"paroxetine",0.0922174981001856
"4747",17,"cromolyn",0.0878620355173493
"4748",17,"terbinafine",0.0874951439786503
"4749",17,"cyclosporine",0.085715125346709
"4750",17,"levofloxacin",0.084167949833044
"4751",17,"cefdinir",0.082693653864209
"4752",17,"fexofenadine",0.0822532449417025
"4753",17,"chlorthalidone",0.0789946921090683
"4754",17,"sotalol",0.0753903119886205
"4755",17,"azelastine",0.0747614911060513
"4756",17,"rivaroxaban",0.0745329875288992
"4757",17,"lisdexamfetamine",0.0740998639535927
"4758",17,"cefuroxime",0.0718607724517765
"4759",17,"prednisone",0.0696831859691512
"4760",17,"cyclobenzaprine",0.0685035591819611
"4761",17,"baclofen",0.0655679699224625
"4762",17,"benazepril",0.0648819598314464
"4763",17,"desvenlafaxine",0.0639892047835689
"4764",17,"sulindac",0.0639121550901037
"4765",17,"mirtazapine",0.063358388414283
"4766",17,"empagliflozin",0.0631496417814634
"4767",17,"pioglitazone",0.0630859677413259
"4768",17,"telmisartan",0.0623577883562106
"4769",17,"modafinil",0.0594153253915567
"4770",17,"brimonidine",0.0579342642622465
"4771",17,"minocycline",0.0554437214402957
"4772",17,"apixaban",0.0540109107688488
"4773",17,"nitrofurantoin",0.0507875417531544
"4774",17,"olmesartan",0.0505928075780764
"4775",17,"loratadine",0.0482281882848094
"4776",17,"etodolac",0.0468474085092829
"4777",17,"morphine",0.0458629009524431
"4778",17,"nortriptyline",0.0449081774721029
"4779",17,"mirabegron",0.044394715455012
"4780",17,"dicyclomine",0.0442876842532926
"4781",17,"torsemide",0.0429223899322865
"4782",17,"cetirizine",0.0416082493760986
"4783",17,"meclizine",0.0411141369668335
"4784",17,"clarithromycin",0.0404969266603527
"4785",17,"olopatadine",0.0399320226393977
"4786",17,"ofloxacin",0.0398705692339418
"4787",17,"sumatriptan",0.0378567524621321
"4788",17,"raloxifene",0.0368368953787515
"4789",17,"oxybutynin",0.0358630361362635
"4790",17,"lurasidone",0.0356148760969575
"4791",17,"ezetimibe",0.0347717665875326
"4792",17,"doxepin",0.0338263953999805
"4793",17,"sildenafil",0.0318185880202247
"4794",17,"dexlansoprazole",0.0317232117959805
"4795",17,"ziprasidone",0.0317055805950923
"4796",17,"zolpidem",0.0307262328992095
"4797",17,"lansoprazole",0.0303444509634467
"4798",17,"fluconazole",0.0296473252094509
"4799",17,"quinapril",0.0293561216972253
"4800",17,"promethazine",0.0292241464179149
"4801",17,"codeine",0.0281148774943057
"4802",17,"warfarin",0.0269052552666111
"4803",17,"finasteride",0.024550470307226
"4804",17,"memantine",0.0245315920409622
"4805",17,"donepezil",0.0238445223327221
"4806",17,"glimepiride",0.0217286568021197
"4807",17,"phentermine",0.0200563226803265
"4808",17,"aripiprazole",0.0199729296069818
"4809",17,"tizanidine",0.019346685056825
"4810",17,"dexmethylphenidate",0.0180632519623372
"4811",17,"indomethacin",0.017976993328567
"4812",17,"temazepam",0.0176940591468776
"4813",17,"ketorolac",0.0150611802822723
"4814",17,"oseltamivir",0.0138422181289103
"4815",17,"clavulanate",0.0136201995563102
"4816",17,"isosorbide dinitrate",0.0134050176206255
"4817",17,"diazepam",0.0132822869402798
"4818",17,"isotretinoin",0.0124062883805026
"4819",17,"olanzapine",0.0122890165149383
"4820",17,"atomoxetine",0.012245617208334
"4821",17,"ondansetron",0.0120066994997633
"4822",17,"hydrocortisone",0.0116675075889519
"4823",17,"naltrexone",0.0115572693267727
"4824",17,"levothyroxine",0.0110536277556359
"4825",17,"ramipril",0.0108031097807119
"4826",17,"alogliptin",0.0107862194006786
"4827",17,"loteprednol",0.0101875181776827
"4828",17,"flurbiprofen",0.010009996189298
"4829",17,"ipratropium",0.00998352848638146
"4830",17,"nebivolol",0.00989801996258608
"4831",17,"metoclopramide",0.009865107463494
"4832",17,"moxifloxacin",0.00986326187929029
"4833",17,"tamoxifen",0.00949279808421475
"4834",17,"methimazole",0.00927507284238792
"4835",17,"nadolol",0.00908689174768598
"4836",17,"dapagliflozin",0.00821236338445726
"4837",17,"liraglutide",0.00812407091609777
"4838",17,"pseudoephedrine",0.00723394446712191
"4839",17,"leflunomide",0.00712167957270835
"4840",17,"tadalafil",0.00702540746916146
"4841",17,"vortioxetine",0.00693811160045647
"4842",17,"methotrexate",0.00637019365994452
"4843",17,"tamsulosin",0.0060299114529954
"4844",17,"enalapril",0.0060087337991437
"4845",17,"levocetirizine",0.00579638566716812
"4846",17,"terazosin",0.00556767121031756
"4847",17,"glyburide",0.00545998423166817
"4848",17,"alprazolam",0.00541354527454039
"4849",17,"clonazepam",0.005268768460523
"4850",17,"senna",0.00516491471280535
"4851",17,"bisoprolol",0.00506466741168224
"4852",17,"ibandronate",0.00486183804092124
"4853",17,"bepotastine",0.00483241195345421
"4854",17,"tobramycin",0.00465532811282222
"4855",17,"doxazosin",0.00454831933274449
"4856",17,"risperidone",0.00434772445373994
"4857",17,"alfuzosin",0.00419253599374375
"4858",17,"hydromorphone",0.00404826182819317
"4859",17,"medroxyprogesterone",0.00395711601000567
"4860",17,"phenazopyridine",0.00394298825817145
"4861",17,"ropinirole",0.00388043890327333
"4862",17,"rizatriptan",0.00380720242641406
"4863",17,"prazosin",0.00370323564538414
"4864",17,"triamterene",0.00363671002014883
"4865",17,"lorazepam",0.00360871672292094
"4866",17,"estradiol",0.00324327704146521
"4867",17,"solifenacin",0.00311200301258599
"4868",17,"latanoprost",0.00279974270828494
"4869",17,"fluticasone",0.00270034391298528
"4870",17,"linagliptin",0.00270019119576099
"4871",17,"felodipine",0.0024401163483718
"4872",17,"haloperidol",0.00240483882082905
"4873",17,"ertugliflozin",0.00240321562201351
"4874",17,"tolterodine",0.00237405425970049
"4875",17,"methylprednisolone",0.0021608396258135
"4876",17,"buprenorphine",0.00211319442608665
"4877",17,"norethindrone",0.00186163193404517
"4878",17,"cyproheptadine",0.00174983268744664
"4879",17,"letrozole",0.00164778951302182
"4880",17,"bumetanide",0.00161242437310032
"4881",17,"budesonide",0.00156637955994864
"4882",17,"bromfenac",0.00149206017506133
"4883",17,"bimatoprost",0.00144683541017457
"4884",17,"anastrozole",0.00143168673174324
"4885",17,"benztropine",0.00134839157087326
"4886",17,"dexamethasone",0.00128171847380176
"4887",17,"prochlorperazine",0.00127794786531375
"4888",17,"loperamide",0.00120371660524104
"4889",17,"eszopiclone",0.00119681763406181
"4890",17,"pramipexole",0.0011314087828898
"4891",17,"piroxicam",0.000966482390690842
"4892",17,"nitroglycerin",0.000906889788221117
"4893",17,"ketotifen",0.000906472246945081
"4894",17,"clonidine",0.000767775364341338
"4895",17,"epinastine",0.000758302460532287
"4896",17,"semaglutide",0.000746919587686554
"4897",17,"colchicine",0.000610709062004989
"4898",17,"bisacodyl",0.000589128179222942
"4899",17,"pitavastatin",0.000567785990746299
"4900",17,"varenicline",0.000443911604584484
"4901",17,"guanfacine",0.000430332479855037
"4902",17,"dulaglutide",0.000314072658446376
"4903",17,"travoprost",0.000261820682825704
"4904",17,"ciclesonide",0.000253379432118503
"4905",17,"ketoprofen",0.000201350498060592
"4906",17,"digoxin",0.0001989970673145
"4907",17,"levalbuterol",0.000195624626803518
"4908",17,"linaclotide",0.000181310033272449
"4909",17,"flunisolide",0.00016779208171716
"4910",17,"levonorgestrel",0.000118965196090491
"4911",17,"hyoscyamine",7.97035838738302e-05
"4912",17,"ethinyl estradiol",7.46453420895266e-05
"4913",17,"desloratadine",4.02700996121184e-05
"4914",17,"umeclidinium",3.12813662749647e-05
"4915",17,"tiotropium",1.91571421277215e-05
"4916",17,"beclomethasone",1.56006610725501e-05
"4917",17,"triprolidine",1.54519327988061e-05
"4918",17,"amphetamine",1.00675249030296e-05
"4919",17,"dextroamphetamine",1.00675249030296e-05
"4920",17,"formoterol",7.40344840916998e-06
"4921",17,"salmeterol",7.04458275881324e-06
"4922",17,"mometasone",6.87185872107617e-06
"4923",17,"triamcinolone",1.0287352270324e-06
"4924",17,"bismuth subsalicylate",0
"4925",17,"ampicillin",0
"4926",17,"sulfamethoxazole",0
"4927",17,"oxymetazoline",0
"4928",17,"trimethoprim",0
"4929",17,"dextromethorphan",0
"4930",17,"zoster vaccine inactivated",0
"4931",18,"metformin",72.967440152065
"4932",18,"lactulose",61.6902079464773
"4933",18,"gabapentin",20.756776512491
"4934",18,"ibuprofen",7.39620128772108
"4935",18,"levetiracetam",4.5987928208296
"4936",18,"metoprolol",2.5622226439919
"4937",18,"bupropion",2.49198766973907
"4938",18,"aspirin",2.47672229866684
"4939",18,"mesalamine",2.40982038806839
"4940",18,"acetaminophen",2.21668174226452
"4941",18,"naproxen",2.18446011962759
"4942",18,"amoxicillin",2.135697493251
"4943",18,"losartan",2.07791677051908
"4944",18,"atorvastatin",2.05346002089295
"4945",18,"valacyclovir",1.98887618224605
"4946",18,"allopurinol",1.93927289747185
"4947",18,"methocarbamol",1.82091828739478
"4948",18,"gemfibrozil",1.49737521768624
"4949",18,"divalproex sodium",1.49299167494184
"4950",18,"icosapent",1.47775404718827
"4951",18,"sertraline",1.37787234108229
"4952",18,"oxcarbazepine",1.29636019288015
"4953",18,"sulfasalazine",1.29388331337336
"4954",18,"albuterol",1.27967516822206
"4955",18,"diltiazem",1.16203209727046
"4956",18,"trazodone",1.11418761118471
"4957",18,"ciprofloxacin",1.03265923761166
"4958",18,"ranolazine",0.980312755353614
"4959",18,"lisinopril",0.906184676111649
"4960",18,"cephalexin",0.889520261914485
"4961",18,"acyclovir",0.858081009784519
"4962",18,"omeprazole",0.850274558074812
"4963",18,"pregabalin",0.838370162931919
"4964",18,"venlafaxine",0.803648313104826
"4965",18,"clopidogrel",0.781244028685171
"4966",18,"quetiapine",0.778122351698809
"4967",18,"lamotrigine",0.742550898889169
"4968",18,"carbamazepine",0.635144199707522
"4969",18,"celecoxib",0.603025548068716
"4970",18,"mycophenolate mofetil",0.597133357340031
"4971",18,"nabumetone",0.590646844797355
"4972",18,"hydroxychloroquine",0.584875433773796
"4973",18,"pantoprazole",0.578685468798746
"4974",18,"furosemide",0.57715184667917
"4975",18,"fenofibrate",0.546878307946064
"4976",18,"dorzolamide",0.539344073262387
"4977",18,"simvastatin",0.532757799194808
"4978",18,"labetalol",0.531768817237959
"4979",18,"hydrochlorothiazide",0.50404304590182
"4980",18,"topiramate",0.503607331781588
"4981",18,"duloxetine",0.498103596924239
"4982",18,"tramadol",0.496098321787659
"4983",18,"verapamil",0.487851516734842
"4984",18,"hydralazine",0.459185613245123
"4985",18,"ranitidine",0.456626940819827
"4986",18,"sitagliptin",0.439727138718035
"4987",18,"atenolol",0.402073827528855
"4988",18,"irbesartan",0.39587874285975
"4989",18,"pravastatin",0.388014170059168
"4990",18,"valsartan",0.380977977482911
"4991",18,"carvedilol",0.334417198797006
"4992",18,"guaifenesin",0.318864614004633
"4993",18,"amiodarone",0.305605529659101
"4994",18,"spironolactone",0.286904601619573
"4995",18,"amlodipine",0.277941988877107
"4996",18,"hydrocodone",0.276952374736364
"4997",18,"rosuvastatin",0.256713349042714
"4998",18,"fluoxetine",0.251490577987986
"4999",18,"docusate",0.239240491721362
"5000",18,"propranolol",0.23076974671156
"5001",18,"azithromycin",0.222301125586818
"5002",18,"diclofenac",0.221319811924582
"5003",18,"citalopram",0.219988143373465
"5004",18,"diphenhydramine",0.216425116633122
"5005",18,"hydroxyzine",0.209013638312109
"5006",18,"penicillin v potassium",0.207187053856162
"5007",18,"prednisolone",0.193019130073434
"5008",18,"phenytoin",0.192269441420037
"5009",18,"flecainide",0.184794536471753
"5010",18,"doxycycline",0.179447455156962
"5011",18,"famotidine",0.173935143428127
"5012",18,"timolol",0.164000406153963
"5013",18,"escitalopram",0.163006303156595
"5014",18,"amitriptyline",0.162858653917091
"5015",18,"isosorbide mononitrate",0.162738813623784
"5016",18,"metaxalone",0.161047824876095
"5017",18,"clindamycin",0.154903637398277
"5018",18,"nifedipine",0.154709724329291
"5019",18,"metronidazole",0.136651027052196
"5020",18,"dabigatran",0.132547149089916
"5021",18,"montelukast",0.128559687355972
"5022",18,"lovastatin",0.126642692839149
"5023",18,"benzonatate",0.122604443682257
"5024",18,"methylphenidate",0.119297771900475
"5025",18,"zonisamide",0.11774072643783
"5026",18,"canagliflozin",0.1105684215001
"5027",18,"levofloxacin",0.109418334782957
"5028",18,"esomeprazole",0.109367966238995
"5029",18,"terbinafine",0.108882845840098
"5030",18,"meloxicam",0.106631914302797
"5031",18,"buspirone",0.106592334567182
"5032",18,"cefdinir",0.105246468554448
"5033",18,"alendronate",0.105161557139752
"5034",18,"glipizide",0.101780684399272
"5035",18,"oxycodone",0.0981780887545676
"5036",18,"erythromycin",0.0975957708246633
"5037",18,"cyclosporine",0.0963274741991587
"5038",18,"fexofenadine",0.0956823461566744
"5039",18,"etodolac",0.0936948170185657
"5040",18,"paroxetine",0.088192131119622
"5041",18,"cromolyn",0.0878620355173493
"5042",18,"sulindac",0.0869205309225411
"5043",18,"primidone",0.0850573470086575
"5044",18,"ticagrelor",0.0839863234497675
"5045",18,"lisdexamfetamine",0.0836172776724028
"5046",18,"prednisone",0.0779075963303171
"5047",18,"sotalol",0.07702923181446
"5048",18,"rivaroxaban",0.0739131705847919
"5049",18,"azelastine",0.0688397888402255
"5050",18,"pioglitazone",0.0686823035893468
"5051",18,"chlorthalidone",0.0684620664945259
"5052",18,"baclofen",0.0674724337791315
"5053",18,"benazepril",0.0674128164206162
"5054",18,"olopatadine",0.0665533710656629
"5055",18,"desvenlafaxine",0.0660701545326281
"5056",18,"cyclobenzaprine",0.0643768387493128
"5057",18,"telmisartan",0.0618628852740185
"5058",18,"modafinil",0.0612157897973615
"5059",18,"olmesartan",0.0599460997353679
"5060",18,"brimonidine",0.0588076451305216
"5061",18,"mirtazapine",0.0566997042815717
"5062",18,"empagliflozin",0.055959336034069
"5063",18,"apixaban",0.0519505490501461
"5064",18,"minocycline",0.0492833079469295
"5065",18,"dicyclomine",0.047830698993556
"5066",18,"mirabegron",0.047809693566936
"5067",18,"nortriptyline",0.0473640934276085
"5068",18,"loratadine",0.047084088927688
"5069",18,"nitrofurantoin",0.0462730935973184
"5070",18,"cetirizine",0.044826567007399
"5071",18,"meclizine",0.0446238803664412
"5072",18,"lansoprazole",0.0433872412898404
"5073",18,"morphine",0.0429040041168016
"5074",18,"raloxifene",0.0407661642191516
"5075",18,"torsemide",0.040128624907108
"5076",18,"doxepin",0.0398896172169582
"5077",18,"dexlansoprazole",0.0392763574616901
"5078",18,"sumatriptan",0.0375412795249476
"5079",18,"oxybutynin",0.0363622895395525
"5080",18,"ofloxacin",0.0356736672093164
"5081",18,"ziprasidone",0.035572114814006
"5082",18,"fluconazole",0.0354120828890664
"5083",18,"ezetimibe",0.0335179769269245
"5084",18,"sildenafil",0.0332781562780332
"5085",18,"lurasidone",0.030758302083736
"5086",18,"warfarin",0.030411091558927
"5087",18,"promethazine",0.0292241464179149
"5088",18,"cefuroxime",0.0287443089807106
"5089",18,"quinapril",0.0275376008841228
"5090",18,"zolpidem",0.0272186720659664
"5091",18,"donepezil",0.027086836984197
"5092",18,"ampicillin",0.0259701050559783
"5093",18,"memantine",0.0233564259551676
"5094",18,"finasteride",0.0232736999346362
"5095",18,"glimepiride",0.0219507555087853
"5096",18,"phentermine",0.0212718573882251
"5097",18,"aripiprazole",0.0193234034409011
"5098",18,"tizanidine",0.0187713189584807
"5099",18,"codeine",0.0187432516628705
"5100",18,"isosorbide dinitrate",0.0166656975823993
"5101",18,"dexmethylphenidate",0.0163009834782067
"5102",18,"indomethacin",0.0161792939957103
"5103",18,"temazepam",0.0150131410943204
"5104",18,"ketorolac",0.0130073829710533
"5105",18,"diazepam",0.0126919630762674
"5106",18,"oseltamivir",0.0126886999515011
"5107",18,"olanzapine",0.0119108929298633
"5108",18,"tamoxifen",0.0116502521942636
"5109",18,"loteprednol",0.0111136561938357
"5110",18,"levothyroxine",0.0109183324342695
"5111",18,"ondansetron",0.0108179173710738
"5112",18,"senna",0.0107430226026351
"5113",18,"ramipril",0.010676757619534
"5114",18,"isotretinoin",0.0103385736504188
"5115",18,"methimazole",0.0094500742167726
"5116",18,"hydrocortisone",0.0093988255577668
"5117",18,"ipratropium",0.00884255380222358
"5118",18,"nebivolol",0.0086328595162405
"5119",18,"atomoxetine",0.00853482411489946
"5120",18,"alogliptin",0.00851543636895678
"5121",18,"nadolol",0.00842199722956261
"5122",18,"flurbiprofen",0.00834166349108166
"5123",18,"naltrexone",0.00815807246595722
"5124",18,"tadalafil",0.0081274321702064
"5125",18,"liraglutide",0.00812407091609777
"5126",18,"clarithromycin",0.00809938533207054
"5127",18,"dapagliflozin",0.00804645705345812
"5128",18,"vortioxetine",0.00785446596278091
"5129",18,"tobramycin",0.00775888018803703
"5130",18,"metoclopramide",0.00681162182003157
"5131",18,"terazosin",0.0064883097569055
"5132",18,"glyburide",0.00617695185804884
"5133",18,"tamsulosin",0.00617478594894399
"5134",18,"enalapril",0.0061221061349766
"5135",18,"methotrexate",0.00606815861572301
"5136",18,"clonazepam",0.00598341524639181
"5137",18,"alprazolam",0.00588476480248622
"5138",18,"levocetirizine",0.00567728185208933
"5139",18,"moxifloxacin",0.00547958993293905
"5140",18,"ibandronate",0.00516954930933398
"5141",18,"hydromorphone",0.00481414920109458
"5142",18,"leflunomide",0.00470030851798751
"5143",18,"doxazosin",0.00464509208450501
"5144",18,"medroxyprogesterone",0.0045118518992588
"5145",18,"bisoprolol",0.00435041944336808
"5146",18,"oxymetazoline",0.00402700996121184
"5147",18,"risperidone",0.0039757266395162
"5148",18,"phenazopyridine",0.00394298825817145
"5149",18,"triamterene",0.00382811581068298
"5150",18,"pseudoephedrine",0.00361697223356096
"5151",18,"ropinirole",0.00357408846354122
"5152",18,"prazosin",0.00340589555706863
"5153",18,"alfuzosin",0.00330050705890466
"5154",18,"methylprednisolone",0.00328447623123651
"5155",18,"lorazepam",0.00319392169729784
"5156",18,"solifenacin",0.0030116158186316
"5157",18,"tolterodine",0.00299337276223105
"5158",18,"fluticasone",0.00286076038306362
"5159",18,"latanoprost",0.00283140377283743
"5160",18,"rizatriptan",0.00271943030458147
"5161",18,"estradiol",0.00267888324258279
"5162",18,"linagliptin",0.00266320227527111
"5163",18,"haloperidol",0.00252816388856388
"5164",18,"buprenorphine",0.00211319442608665
"5165",18,"cyproheptadine",0.00196856177337747
"5166",18,"clavulanate",0.0019457427937586
"5167",18,"ertugliflozin",0.00192257249761081
"5168",18,"felodipine",0.001742940248837
"5169",18,"letrozole",0.00164778951302182
"5170",18,"prochlorperazine",0.00149093917619937
"5171",18,"norethindrone",0.00146970942161461
"5172",18,"budesonide",0.00146310178676521
"5173",18,"bimatoprost",0.00146291135917651
"5174",18,"bumetanide",0.00141578725442955
"5175",18,"bromfenac",0.00139579822828318
"5176",18,"piroxicam",0.00128864318758779
"5177",18,"anastrozole",0.00123173048429306
"5178",18,"eszopiclone",0.00115249105502248
"5179",18,"dexamethasone",0.00113930531004601
"5180",18,"benztropine",0.00113893268607742
"5181",18,"pramipexole",0.00112355177745307
"5182",18,"ketotifen",0.00111565815008625
"5183",18,"nitroglycerin",0.000869873878497806
"5184",18,"pitavastatin",0.000841164430735258
"5185",18,"clonidine",0.000820725389468327
"5186",18,"semaglutide",0.000798024612107213
"5187",18,"loperamide",0.000687838060137737
"5188",18,"flunisolide",0.000671168326868639
"5189",18,"colchicine",0.000661601483838738
"5190",18,"epinastine",0.000541644614665919
"5191",18,"guanfacine",0.000467752695494605
"5192",18,"varenicline",0.000396349646950432
"5193",18,"levalbuterol",0.000391249253607036
"5194",18,"dulaglutide",0.000322023864989322
"5195",18,"ciclesonide",0.000266715191703687
"5196",18,"travoprost",0.000231775686435869
"5197",18,"digoxin",0.0001989970673145
"5198",18,"linaclotide",0.000166475576004703
"5199",18,"desloratadine",0.000120810298836355
"5200",18,"bisacodyl",0.000117825635844588
"5201",18,"hyoscyamine",0.000106271445165107
"5202",18,"levonorgestrel",9.91376634087423e-05
"5203",18,"ethinyl estradiol",9.12331958871992e-05
"5204",18,"umeclidinium",3.60938841634209e-05
"5205",18,"tiotropium",2.12546394409757e-05
"5206",18,"triprolidine",1.54519327988061e-05
"5207",18,"beclomethasone",1.49595380147741e-05
